group,N,err_yaw_mean,err_yaw_std,err_yaw_median,err_yaw_min,err_yaw_max,err_pitch_mean,err_pitch_std,err_pitch_median,err_pitch_min,err_pitch_max,err_roll_mean,err_roll_std,err_roll_median,err_roll_min,err_roll_max,err_slant_mean,err_slant_std,err_slant_median,err_slant_min,err_slant_max
LWSK_16,31,2.2294616084565324,0.11759602172814052,2.206986072131997,2.0247364050226793,2.6422152481883074,0.32540218235272467,0.11997280062755913,0.3197178257014883,0.013248128953932792,0.6001669999936894,0.3233484968103897,0.350840486980495,0.21276650586502027,0.004602703064676028,1.7172821098562103,0.023987252866132302,0.03381760631547702,0.013084819412907178,0.0007203609611630135,0.14038091476773795
MDSD_17,30,1.144588464256111,0.04978151624420617,1.1388494350536291,1.0441903083958266,1.2930656127571751,0.0864518123305127,0.0549471506889887,0.09687047130238113,0.00027651975166520515,0.20783509407434053,0.3747666734971215,0.293633621492346,0.35169365566654354,0.016824003457412307,1.0673690198821548,0.01324036604629039,0.015594902409365062,0.006666787210245051,0.00015045874534791448,0.07188422931057348
MDSD_35,29,1.1591626629123426,0.08752784711920107,1.144935202363687,1.0575071218298646,1.5498801032047025,0.2538307802089934,0.1009140851099477,0.27219389966522556,0.0011427380228639095,0.41955378552994205,0.2930304460819618,0.20611865289483858,0.21966776996147797,0.01676343306437289,0.712997114977262,0.01880528816725527,0.024285008531503754,0.011776754981662751,0.0003516170440511779,0.11977093441180342
OMAD_13,27,1.1215233980445911,0.0703983667209004,1.1263732386551624,0.9494046146944441,1.2483974910906568,0.14274916616922545,0.08730915321633853,0.1373371967189314,0.002772970672950237,0.2930861463798493,0.3528453251983522,0.2789848035073608,0.2552198200514155,0.0486998436008248,1.1858258240040813,0.01582714505763741,0.02308600295839142,0.005239314899436853,0.0001809721872199077,0.08196509900600368
OMAD_31,33,1.1682740107039375,0.1089853586528801,1.14083118764281,1.0026089495924424,1.5083317180896145,0.155969446516384,0.09110665831486908,0.14637200237221748,0.019206554390322594,0.3981171460921047,0.3935265187375031,0.27042121079949977,0.3505914249483,0.01942576933805551,0.9978170552787826,0.025911566252776422,0.02472347224065275,0.014289525105133372,0.00032891340874141584,0.10702948099868115
RJAA_16L,33,1.1551012303288255,0.07115700075857882,1.1499875061344653,0.9885337558003187,1.3298457889039241,0.13156853392925644,0.09242872623615818,0.10306250449949061,0.0018767887062551836,0.2913533700289008,0.3691062854506009,0.27636257585744417,0.37086049332122606,0.03576542223893503,1.0179434844179376,0.013189228430762413,0.012911040861945947,0.007593162018444399,0.0002812016725481925,0.05507106611969581
RJAA_34R,31,1.1497621008385683,0.06198288575843319,1.1502916632975406,0.9936533316601768,1.2850741769641694,0.19574903225526027,0.10855094379125454,0.1716505326351836,0.023292827719672005,0.4321826068240284,0.3745968433479597,0.30933811931385163,0.3353885406190429,0.0003672039400548499,1.025363035689814,0.018474310972238516,0.022799285636099134,0.009993569595238228,0.0008382086976798098,0.1012987496536728
RJTT_04,32,1.1869121977796655,0.0918367722314983,1.163075180175813,0.9736238483352544,1.500900816144778,0.0863505475460622,0.06593383557339559,0.0714126704146949,0.004145848937866958,0.27676811020164394,0.2510215712144588,0.21706201539456316,0.1769307198299631,0.0035733490456260064,0.802717300667245,0.01848481153795209,0.015639118878735116,0.01484611301387262,0.0003786293866274715,0.0668955891549663
RJTT_22,31,1.1340221826592938,0.09112563162304357,1.113750992338197,0.9759035537959448,1.3951015959400195,0.26648300942300435,0.1180236612929168,0.2563976302719766,0.025167099398103687,0.4908572017116626,0.3436959792959378,0.21489928208861236,0.312591425458134,0.026642830149948615,0.7541125813378005,0.01775885668164003,0.022799260276513796,0.010226637606701505,0.0002684953747205121,0.10668919294514678
RPMD_23,29,1.1526260660255674,0.07062918119320773,1.1454779244772624,0.9940111113584464,1.338959729640976,0.19352365201323132,0.10844207754836364,0.1977949783026105,0.005054874673888321,0.3462181871119867,0.4076000284438721,0.306257026143014,0.38005954060544844,0.021708081015705538,1.4047953175227876,0.011836660314443928,0.013904108319742712,0.006823550648317078,0.0001308382454662249,0.05450150918196206
RPMD_5,29,1.176977899179622,0.09931517187131345,1.1521951851087735,1.0600006788163014,1.5767430075827917,0.1855533368572601,0.09945182459875998,0.2022790421787306,0.016089173472138896,0.4271355221840878,0.38025902786311394,0.31516929258863413,0.2968630482326233,0.0478537288886951,1.3679625524858725,0.028503322608531466,0.028937123784322703,0.017539931118093377,0.00021775282630942527,0.12791706686679793
SAEZ_17,30,1.1639397329709549,0.08209721208896015,1.1377377121162056,1.0547723017428439,1.4432568901854665,0.16302040153714803,0.09991927082706493,0.14730247055287293,0.0059753136195723755,0.4267447978469363,0.32735733387709076,0.3201855736886922,0.24266814290524374,0.012332689949389852,1.3974963428908662,0.016553515772024092,0.018157704145303034,0.009016853454783091,9.099567127360264e-05,0.06938630569005633
SAEZ_35,30,1.1875658186262164,0.11260745057750861,1.1550622065154421,1.0372007068835778,1.578356818001856,0.16112040185798596,0.11726622012023445,0.14895647715856342,0.0010502944291488348,0.4411223760378533,0.30898053085338373,0.2878287666848718,0.22850378036270458,0.010473525403394746,1.2706223147313223,0.018553962519376778,0.020316698535223575,0.01156030904409755,0.0006353389982589608,0.08194001320969013
SEQM_18,28,1.1472988788319753,0.047495313697224074,1.1425416868201808,1.0775705991175357,1.261975627960993,0.4576451787167919,0.10850804049905945,0.44442874363920737,0.3023665537237292,0.7836496859731739,0.28248689992767034,0.20772170161906062,0.23857386090901633,0.048856424632827355,0.8165782342886363,0.014712541955534647,0.01399599577954282,0.010319760917992804,0.0006298136614245331,0.051195219366656275
SEQM_36,31,1.1676501493285956,0.09209496491698722,1.1445737847066249,0.9867273570658579,1.375428130235147,0.7497358120508997,0.0950919717526334,0.7548224139157895,0.5617220387755708,0.9228933105986954,0.35037786708626834,0.37737743181629374,0.2245983449945106,0.0015715503738921166,1.3755224721270558,0.025527441518143703,0.029973973398576402,0.010882007340146771,0.000364954644642701,0.11505142651175237
VDPP_23,31,0.29716550381165013,0.08692158242105938,0.2638773894841506,0.2122708894616494,0.6103453390272051,0.14081215524118082,0.08820206618664633,0.1360678638444739,0.007873573520598143,0.3253347914233302,0.3235270723971498,0.26514333236088844,0.24839112622518478,0.0004074593427521034,0.9711218472254701,0.01847959164345396,0.019471819824378005,0.01281175213493757,0.0002617895979829532,0.06702954082339119
VDPP_5,30,2.051035274239996,0.07028273554107765,2.0456520809968204,1.9188217542630284,2.2308111806522746,0.1790158544926271,0.09751103494215053,0.1540752860246073,0.04389839987095456,0.42640231154597075,0.33330950453082525,0.31509408211444173,0.21364763109208873,0.0635281780647281,1.5554487787796205,0.02576256135343881,0.022797432341745024,0.018798857668122226,0.0014197016575213384,0.07076116625245654
